admis,date,year,month,month.day,day,week.day,time,weekend
5205,2015-05-16,2015,may,16,sábado,6,20,0
5790,2015-05-17,2015,may,17,domingo,7,21,0
5588,2015-05-18,2015,may,18,lunes,1,22,0
5113,2015-05-19,2015,may,19,martes,2,23,0
3867,2015-05-20,2015,may,20,miércoles,3,24,0
4743,2015-05-21,2015,may,21,jueves,4,25,0
3955,2015-05-22,2015,may,22,viernes,5,26,0
4739,2015-05-23,2015,may,23,sábado,6,27,0
5288,2015-05-24,2015,may,24,domingo,7,28,0
4998,2015-05-25,2015,may,25,lunes,1,29,0
5008,2015-05-26,2015,may,26,martes,2,30,0
4708,2015-05-27,2015,may,27,miércoles,3,31,0
4171,2015-05-28,2015,may,28,jueves,4,32,0
3549,2015-05-29,2015,may,29,viernes,5,33,0
4249,2015-05-30,2015,may,30,sábado,6,34,0
4598,2015-05-31,2015,may,31,domingo,7,35,0
4624,2015-06-01,2015,jun,1,lunes,1,36,0
4690,2015-06-02,2015,jun,2,martes,2,37,0
4449,2015-06-03,2015,jun,3,miércoles,3,38,0
4231,2015-06-04,2015,jun,4,jueves,4,39,0
3613,2015-06-05,2015,jun,5,viernes,5,40,0
4658,2015-06-06,2015,jun,6,sábado,6,41,0
5273,2015-06-07,2015,jun,7,domingo,7,42,0
5138,2015-06-08,2015,jun,8,lunes,1,43,0
4726,2015-06-09,2015,jun,9,martes,2,44,0
4177,2015-06-10,2015,jun,10,miércoles,3,45,0
3542,2015-06-11,2015,jun,11,jueves,4,46,0
4173,2015-06-12,2015,jun,12,viernes,5,47,0
4742,2015-06-13,2015,jun,13,sábado,6,0,0
5043,2015-06-14,2015,jun,14,domingo,7,1,0
4823,2015-06-15,2015,jun,15,lunes,1,2,0
4996,2015-06-16,2015,jun,16,martes,2,3,0
4567,2015-06-17,2015,jun,17,miércoles,3,4,0
4553,2015-06-18,2015,jun,18,jueves,4,5,0
3747,2015-06-19,2015,jun,19,viernes,5,6,0
5286,2015-06-20,2015,jun,20,sábado,6,7,0
5063,2015-06-21,2015,jun,21,domingo,7,8,0
5616,2015-06-22,2015,jun,22,lunes,1,9,0
4994,2015-06-23,2015,jun,23,martes,2,10,0
4034,2015-06-24,2015,jun,24,miércoles,3,11,0
4757,2015-06-25,2015,jun,25,jueves,4,12,0
4110,2015-06-26,2015,jun,26,viernes,5,13,0
5057,2015-06-27,2015,jun,27,sábado,6,14,0
5591,2015-06-28,2015,jun,28,domingo,7,15,0
5470,2015-06-29,2015,jun,29,lunes,1,16,0
5509,2015-06-30,2015,jun,30,martes,2,17,0
5212,2015-07-01,2015,jul,1,miércoles,3,18,0
4870,2015-07-02,2015,jul,2,jueves,4,19,0
4270,2015-07-03,2015,jul,3,viernes,5,20,0
4049,2015-07-04,2015,jul,4,sábado,6,21,0
4701,2015-07-05,2015,jul,5,domingo,7,22,0
5288,2015-07-06,2015,jul,6,lunes,1,23,0
5046,2015-07-07,2015,jul,7,martes,2,24,0
4616,2015-07-08,2015,jul,8,miércoles,3,25,0
4395,2015-07-09,2015,jul,9,jueves,4,26,0
4039,2015-07-10,2015,jul,10,viernes,5,27,0
4712,2015-07-11,2015,jul,11,sábado,6,28,0
3627,2015-07-12,2015,jul,12,domingo,7,29,0
4677,2015-07-13,2015,jul,13,lunes,1,30,0
4716,2015-07-14,2015,jul,14,martes,2,31,0
4142,2015-07-15,2015,jul,15,miércoles,3,32,0
5537,2015-07-16,2015,jul,16,jueves,4,33,0
4378,2015-07-17,2015,jul,17,viernes,5,34,0
5413,2015-07-18,2015,jul,18,sábado,6,35,0
4792,2015-07-19,2015,jul,19,domingo,7,36,0
4540,2015-07-20,2015,jul,20,lunes,1,37,0
4502,2015-07-21,2015,jul,21,martes,2,38,0
4289,2015-07-22,2015,jul,22,miércoles,3,39,0
4179,2015-07-23,2015,jul,23,jueves,4,40,0
3896,2015-07-24,2015,jul,24,viernes,5,41,0
5241,2015-07-25,2015,jul,25,sábado,6,42,0
5158,2015-07-26,2015,jul,26,domingo,7,43,0
4749,2015-07-27,2015,jul,27,lunes,1,44,0
4566,2015-07-28,2015,jul,28,martes,2,45,0
4728,2015-07-29,2015,jul,29,miércoles,3,46,0
3955,2015-07-30,2015,jul,30,jueves,4,47,0
3834,2015-07-31,2015,jul,31,viernes,5,0,0
4917,2015-08-01,2015,ago,1,sábado,6,1,0
5356,2015-08-02,2015,ago,2,domingo,7,2,0
5920,2015-08-03,2015,ago,3,lunes,1,3,0
6111,2015-08-04,2015,ago,4,martes,2,4,0
4267,2015-08-05,2015,ago,5,miércoles,3,5,0
3220,2015-08-06,2015,ago,6,jueves,4,6,0
5112,2015-08-07,2015,ago,7,viernes,5,7,0
6050,2015-08-08,2015,ago,8,sábado,6,8,0
6564,2015-08-09,2015,ago,9,domingo,7,9,0
7000,2015-08-10,2015,ago,10,lunes,1,10,0
6669,2015-08-11,2015,ago,11,martes,2,11,0
5256,2015-08-12,2015,ago,12,miércoles,3,12,0
6214,2015-08-13,2015,ago,13,jueves,4,13,0
5742,2015-08-14,2015,ago,14,viernes,5,14,0
7668,2015-08-15,2015,ago,15,sábado,6,15,0
7954,2015-08-16,2015,ago,16,domingo,7,16,0
7791,2015-08-17,2015,ago,17,lunes,1,17,0
7415,2015-08-18,2015,ago,18,martes,2,18,0
6855,2015-08-19,2015,ago,19,miércoles,3,19,0
6533,2015-08-20,2015,ago,20,jueves,4,20,0
6028,2015-08-21,2015,ago,21,viernes,5,21,0
7312,2015-08-22,2015,ago,22,sábado,6,22,0
8284,2015-08-23,2015,ago,23,domingo,7,23,0
7487,2015-08-24,2015,ago,24,lunes,1,24,0
6210,2015-08-25,2015,ago,25,martes,2,25,0
6336,2015-08-26,2015,ago,26,miércoles,3,26,0
5978,2015-08-27,2015,ago,27,jueves,4,27,0
5612,2015-08-28,2015,ago,28,viernes,5,28,0
7003,2015-08-29,2015,ago,29,sábado,6,29,0
7432,2015-08-30,2015,ago,30,domingo,7,30,0
6895,2015-08-31,2015,ago,31,lunes,1,31,0
6192,2015-09-01,2015,sep,1,martes,2,32,0
5860,2015-09-02,2015,sep,2,miércoles,3,33,0
5384,2015-09-03,2015,sep,3,jueves,4,34,0
4878,2015-09-04,2015,sep,4,viernes,5,35,0
5726,2015-09-05,2015,sep,5,sábado,6,36,0
6041,2015-09-06,2015,sep,6,domingo,7,37,0
4618,2015-09-07,2015,sep,7,lunes,1,38,0
5202,2015-09-08,2015,sep,8,martes,2,39,0
4352,2015-09-09,2015,sep,9,miércoles,3,40,0
4405,2015-09-10,2015,sep,10,jueves,4,41,0
3786,2015-09-11,2015,sep,11,viernes,5,42,0
5890,2015-09-12,2015,sep,12,sábado,6,43,0
6369,2015-09-13,2015,sep,13,domingo,7,44,0
5526,2015-09-14,2015,sep,14,lunes,1,45,0
4759,2015-09-15,2015,sep,15,martes,2,46,0
3576,2015-09-16,2015,sep,16,miércoles,3,47,0
4153,2015-09-17,2015,sep,17,jueves,4,0,0
3869,2015-09-18,2015,sep,18,viernes,5,1,0
4740,2015-09-19,2015,sep,19,sábado,6,2,0
5911,2015-09-20,2015,sep,20,domingo,7,3,0
5683,2015-09-21,2015,sep,21,lunes,1,4,0
5403,2015-09-22,2015,sep,22,martes,2,5,0
4975,2015-09-23,2015,sep,23,miércoles,3,6,0
3512,2015-09-24,2015,sep,24,jueves,4,7,0
4110,2015-09-25,2015,sep,25,viernes,5,8,0
5286,2015-09-26,2015,sep,26,sábado,6,9,0
5197,2015-09-27,2015,sep,27,domingo,7,10,0
5207,2015-09-28,2015,sep,28,lunes,1,11,0
4846,2015-09-29,2015,sep,29,martes,2,12,0
4227,2015-09-30,2015,sep,30,miércoles,3,13,0
3494,2015-10-01,2015,oct,1,jueves,4,14,0
3766,2015-10-02,2015,oct,2,viernes,5,15,0
4474,2015-10-03,2015,oct,3,sábado,6,16,0
4927,2015-10-04,2015,oct,4,domingo,7,17,0
4751,2015-10-05,2015,oct,5,lunes,1,18,0
4484,2015-10-06,2015,oct,6,martes,2,19,0
4350,2015-10-07,2015,oct,7,miércoles,3,20,0
4021,2015-10-08,2015,oct,8,jueves,4,21,0
4139,2015-10-09,2015,oct,9,viernes,5,22,0
5283,2015-10-10,2015,oct,10,sábado,6,23,0
5500,2015-10-11,2015,oct,11,domingo,7,24,0
6057,2015-10-12,2015,oct,12,lunes,1,25,0
4879,2015-10-13,2015,oct,13,martes,2,26,0
3759,2015-10-14,2015,oct,14,miércoles,3,27,0
4538,2015-10-15,2015,oct,15,jueves,4,28,0
3909,2015-10-16,2015,oct,16,viernes,5,29,0
5039,2015-10-17,2015,oct,17,sábado,6,30,0
5417,2015-10-18,2015,oct,18,domingo,7,31,0
3919,2015-10-19,2015,oct,19,lunes,1,32,0
4582,2015-10-20,2015,oct,20,martes,2,33,0
4334,2015-10-21,2015,oct,21,miércoles,3,34,0
4117,2015-10-22,2015,oct,22,jueves,4,35,0
3631,2015-10-23,2015,oct,23,viernes,5,36,0
4328,2015-10-24,2015,oct,24,sábado,6,37,0
5039,2015-10-25,2015,oct,25,domingo,7,38,0
4778,2015-10-26,2015,oct,26,lunes,1,39,0
4237,2015-10-27,2015,oct,27,martes,2,40,0
4016,2015-10-28,2015,oct,28,miércoles,3,41,0
3521,2015-10-29,2015,oct,29,jueves,4,42,0
3079,2015-10-30,2015,oct,30,viernes,5,43,0
3664,2015-10-31,2015,oct,31,sábado,6,44,0
4494,2015-11-01,2015,nov,1,domingo,7,45,0
4588,2015-11-02,2015,nov,2,lunes,1,46,0
4276,2015-11-03,2015,nov,3,martes,2,47,0
3864,2015-11-04,2015,nov,4,miércoles,3,0,0
3835,2015-11-05,2015,nov,5,jueves,4,1,0
3317,2015-11-06,2015,nov,6,viernes,5,2,0
4094,2015-11-07,2015,nov,7,sábado,6,3,0
4282,2015-11-08,2015,nov,8,domingo,7,4,0
4457,2015-11-09,2015,nov,9,lunes,1,5,0
4187,2015-11-10,2015,nov,10,martes,2,6,0
3939,2015-11-11,2015,nov,11,miércoles,3,7,0
3409,2015-11-12,2015,nov,12,jueves,4,8,0
3464,2015-11-13,2015,nov,13,viernes,5,9,0
4056,2015-11-14,2015,nov,14,sábado,6,10,0
4521,2015-11-15,2015,nov,15,domingo,7,11,0
4587,2015-11-16,2015,nov,16,lunes,1,12,0
3984,2015-11-17,2015,nov,17,martes,2,13,0
4235,2015-11-18,2015,nov,18,miércoles,3,14,0
3883,2015-11-19,2015,nov,19,jueves,4,15,0
3519,2015-11-20,2015,nov,20,viernes,5,16,0
4452,2015-11-21,2015,nov,21,sábado,6,17,0
4694,2015-11-22,2015,nov,22,domingo,7,18,0
4241,2015-11-23,2015,nov,23,lunes,1,19,0
4076,2015-11-24,2015,nov,24,martes,2,20,0
3706,2015-11-25,2015,nov,25,miércoles,3,21,0
3521,2015-11-26,2015,nov,26,jueves,4,22,0
3347,2015-11-27,2015,nov,27,viernes,5,23,0
4031,2015-11-28,2015,nov,28,sábado,6,24,0
4520,2015-11-29,2015,nov,29,domingo,7,25,0
4044,2015-11-30,2015,nov,30,lunes,1,26,0
3894,2015-12-01,2015,dic,1,martes,2,27,0
3126,2015-12-02,2015,dic,2,miércoles,3,28,0
3466,2015-12-03,2015,dic,3,jueves,4,29,0
3095,2015-12-04,2015,dic,4,viernes,5,30,0
3260,2015-12-05,2015,dic,5,sábado,6,31,0
3807,2015-12-06,2015,dic,6,domingo,7,32,0
3388,2015-12-07,2015,dic,7,lunes,1,33,0
3781,2015-12-08,2015,dic,8,martes,2,34,0
3435,2015-12-09,2015,dic,9,miércoles,3,35,0
2917,2015-12-10,2015,dic,10,jueves,4,36,0
2690,2015-12-11,2015,dic,11,viernes,5,37,0
3283,2015-12-12,2015,dic,12,sábado,6,38,0
3402,2015-12-13,2015,dic,13,domingo,7,39,0
3353,2015-12-14,2015,dic,14,lunes,1,40,0
2941,2015-12-15,2015,dic,15,martes,2,41,0
2853,2015-12-16,2015,dic,16,miércoles,3,42,0
2642,2015-12-17,2015,dic,17,jueves,4,43,0
2487,2015-12-18,2015,dic,18,viernes,5,44,0
3213,2015-12-19,2015,dic,19,sábado,6,45,0
3354,2015-12-20,2015,dic,20,domingo,7,46,0
3101,2015-12-21,2015,dic,21,lunes,1,47,0
2831,2015-12-22,2015,dic,22,martes,2,0,0
2652,2015-12-23,2015,dic,23,miércoles,3,1,0
1579,2015-12-24,2015,dic,24,jueves,4,2,0
3232,2015-12-25,2015,dic,25,viernes,5,3,0
3424,2015-12-26,2015,dic,26,sábado,6,4,0
3632,2015-12-27,2015,dic,27,domingo,7,5,0
3206,2015-12-28,2015,dic,28,lunes,1,6,0
2940,2015-12-29,2015,dic,29,martes,2,7,0
2671,2015-12-30,2015,dic,30,miércoles,3,8,0
1492,2015-12-31,2015,dic,31,jueves,4,9,0
2551,2016-01-01,2016,ene,1,viernes,5,10,0
3188,2016-01-02,2016,ene,2,sábado,6,11,0
3342,2016-01-03,2016,ene,3,domingo,7,12,0
3049,2016-01-04,2016,ene,4,lunes,1,13,0
2853,2016-01-05,2016,ene,5,martes,2,14,0
2587,2016-01-06,2016,ene,6,miércoles,3,15,0
2391,2016-01-07,2016,ene,7,jueves,4,16,0
2244,2016-01-08,2016,ene,8,viernes,5,17,0
2782,2016-01-09,2016,ene,9,sábado,6,18,0
2608,2016-01-10,2016,ene,10,domingo,7,19,0
2429,2016-01-11,2016,ene,11,lunes,1,20,0
2425,2016-01-12,2016,ene,12,martes,2,21,0
2283,2016-01-13,2016,ene,13,miércoles,3,22,0
2174,2016-01-14,2016,ene,14,jueves,4,23,0
1957,2016-01-15,2016,ene,15,viernes,5,24,0
2116,2016-01-16,2016,ene,16,sábado,6,25,0
2339,2016-01-17,2016,ene,17,domingo,7,26,0
2389,2016-01-18,2016,ene,18,lunes,1,27,0
2233,2016-01-19,2016,ene,19,martes,2,28,0
2232,2016-01-20,2016,ene,20,miércoles,3,29,0
2089,2016-01-21,2016,ene,21,jueves,4,30,0
1961,2016-01-22,2016,ene,22,viernes,5,31,0
2387,2016-01-23,2016,ene,23,sábado,6,32,0
2570,2016-01-24,2016,ene,24,domingo,7,33,0
2322,2016-01-25,2016,ene,25,lunes,1,34,0
2208,2016-01-26,2016,ene,26,martes,2,35,0
2280,2016-01-27,2016,ene,27,miércoles,3,36,0
1940,2016-01-28,2016,ene,28,jueves,4,37,0
1900,2016-01-29,2016,ene,29,viernes,5,38,0
2111,2016-01-30,2016,ene,30,sábado,6,39,0
2088,2016-01-31,2016,ene,31,domingo,7,40,0
2085,2016-02-01,2016,feb,1,lunes,1,41,0
1892,2016-02-02,2016,feb,2,martes,2,42,0
1923,2016-02-03,2016,feb,3,miércoles,3,43,0
1763,2016-02-04,2016,feb,4,jueves,4,44,0
1658,2016-02-05,2016,feb,5,viernes,5,45,0
2063,2016-02-06,2016,feb,6,sábado,6,46,0
2066,2016-02-07,2016,feb,7,domingo,7,47,0
2161,2016-02-08,2016,feb,8,lunes,1,0,0
1964,2016-02-09,2016,feb,9,martes,2,1,0
1956,2016-02-10,2016,feb,10,miércoles,3,2,0
1888,2016-02-11,2016,feb,11,jueves,4,3,0
1860,2016-02-12,2016,feb,12,viernes,5,4,0
2094,2016-02-13,2016,feb,13,sábado,6,5,0
2113,2016-02-14,2016,feb,14,domingo,7,6,0
2226,2016-02-15,2016,feb,15,lunes,1,7,0
2189,2016-02-16,2016,feb,16,martes,2,8,0
2063,2016-02-17,2016,feb,17,miércoles,3,9,0
1910,2016-02-18,2016,feb,18,jueves,4,10,0
1730,2016-02-19,2016,feb,19,viernes,5,11,0
2351,2016-02-20,2016,feb,20,sábado,6,12,0
2264,2016-02-21,2016,feb,21,domingo,7,13,0
2206,2016-02-22,2016,feb,22,lunes,1,14,0
1955,2016-02-23,2016,feb,23,martes,2,15,0
1979,2016-02-24,2016,feb,24,miércoles,3,16,0
1935,2016-02-25,2016,feb,25,jueves,4,17,0
1902,2016-02-26,2016,feb,26,viernes,5,18,0
2379,2016-02-27,2016,feb,27,sábado,6,19,0
2378,2016-02-28,2016,feb,28,domingo,7,20,0
2143,2016-02-29,2016,feb,29,lunes,1,21,0
2021,2016-03-01,2016,mar,1,martes,2,22,0
2065,2016-03-02,2016,mar,2,miércoles,3,23,0
2039,2016-03-03,2016,mar,3,jueves,4,24,0
1895,2016-03-04,2016,mar,4,viernes,5,25,0
2228,2016-03-05,2016,mar,5,sábado,6,26,0
2458,2016-03-06,2016,mar,6,domingo,7,27,0
2481,2016-03-07,2016,mar,7,lunes,1,28,0
2294,2016-03-08,2016,mar,8,martes,2,29,0
2522,2016-03-09,2016,mar,9,miércoles,3,30,0
2516,2016-03-10,2016,mar,10,jueves,4,31,0
2447,2016-03-11,2016,mar,11,viernes,5,32,0
3392,2016-03-12,2016,mar,12,sábado,6,33,0
3711,2016-03-13,2016,mar,13,domingo,7,34,0
3685,2016-03-14,2016,mar,14,lunes,1,35,0
3460,2016-03-15,2016,mar,15,martes,2,36,0
3600,2016-03-16,2016,mar,16,miércoles,3,37,0
3641,2016-03-17,2016,mar,17,jueves,4,38,0
3100,2016-03-18,2016,mar,18,viernes,5,39,0
4210,2016-03-19,2016,mar,19,sábado,6,40,0
4551,2016-03-20,2016,mar,20,domingo,7,41,0
4628,2016-03-21,2016,mar,21,lunes,1,42,0
4371,2016-03-22,2016,mar,22,martes,2,43,0
3992,2016-03-23,2016,mar,23,miércoles,3,44,0
3019,2016-03-24,2016,mar,24,jueves,4,45,0
4211,2016-03-25,2016,mar,25,viernes,5,46,0
4330,2016-03-26,2016,mar,26,sábado,6,47,0
4605,2016-03-27,2016,mar,27,domingo,7,0,0
4641,2016-03-28,2016,mar,28,lunes,1,1,0
3400,2016-03-29,2016,mar,29,martes,2,2,0
3935,2016-03-30,2016,mar,30,miércoles,3,3,0
3612,2016-03-31,2016,mar,31,jueves,4,4,0
3068,2016-04-01,2016,abr,1,viernes,5,5,0
3698,2016-04-02,2016,abr,2,sábado,6,6,0
4092,2016-04-03,2016,abr,3,domingo,7,7,0
4448,2016-04-04,2016,abr,4,lunes,1,8,0
3728,2016-04-05,2016,abr,5,martes,2,9,0
3968,2016-04-06,2016,abr,6,miércoles,3,10,0
3829,2016-04-07,2016,abr,7,jueves,4,11,0
3564,2016-04-08,2016,abr,8,viernes,5,12,0
4203,2016-04-09,2016,abr,9,sábado,6,13,0
4850,2016-04-10,2016,abr,10,domingo,7,14,0
5032,2016-04-11,2016,abr,11,lunes,1,15,0
4400,2016-04-12,2016,abr,12,martes,2,16,0
3905,2016-04-13,2016,abr,13,miércoles,3,17,0
3245,2016-04-14,2016,abr,14,jueves,4,18,0
3082,2016-04-15,2016,abr,15,viernes,5,19,0
3139,2016-04-16,2016,abr,16,sábado,6,20,0
1842,2016-04-17,2016,abr,17,domingo,7,21,0
3428,2016-04-18,2016,abr,18,lunes,1,22,0
4248,2016-04-19,2016,abr,19,martes,2,23,0
3970,2016-04-20,2016,abr,20,miércoles,3,24,0
3778,2016-04-21,2016,abr,21,jueves,4,25,0
2998,2016-04-22,2016,abr,22,viernes,5,26,0
3379,2016-04-23,2016,abr,23,sábado,6,27,0
3622,2016-04-24,2016,abr,24,domingo,7,28,0
4423,2016-04-25,2016,abr,25,lunes,1,29,0
4468,2016-04-26,2016,abr,26,martes,2,30,0
4350,2016-04-27,2016,abr,27,miércoles,3,31,0
3926,2016-04-28,2016,abr,28,jueves,4,32,0
3413,2016-04-29,2016,abr,29,viernes,5,33,0
3989,2016-04-30,2016,abr,30,sábado,6,34,0
4152,2016-05-01,2016,may,1,domingo,7,35,0
4883,2016-05-02,2016,may,2,lunes,1,36,0
4630,2016-05-03,2016,may,3,martes,2,37,0
4139,2016-05-04,2016,may,4,miércoles,3,38,0
3602,2016-05-05,2016,may,5,jueves,4,39,0
3322,2016-05-06,2016,may,6,viernes,5,40,0
4118,2016-05-07,2016,may,7,sábado,6,41,0
3956,2016-05-08,2016,may,8,domingo,7,42,0
5104,2016-05-09,2016,may,9,lunes,1,43,0
4584,2016-05-10,2016,may,10,martes,2,44,0
3566,2016-05-11,2016,may,11,miércoles,3,45,0
4179,2016-05-12,2016,may,12,jueves,4,46,0
3845,2016-05-13,2016,may,13,viernes,5,47,0
4597,2016-05-14,2016,may,14,sábado,6,0,0
5266,2016-05-15,2016,may,15,domingo,7,1,0
5268,2016-05-16,2016,may,16,lunes,1,2,0
4825,2016-05-17,2016,may,17,martes,2,3,0
4131,2016-05-18,2016,may,18,miércoles,3,4,0
4388,2016-05-19,2016,may,19,jueves,4,5,0
3789,2016-05-20,2016,may,20,viernes,5,6,0
4503,2016-05-21,2016,may,21,sábado,6,7,0
5410,2016-05-22,2016,may,22,domingo,7,8,0
5498,2016-05-23,2016,may,23,lunes,1,9,0
5172,2016-05-24,2016,may,24,martes,2,10,0
4963,2016-05-25,2016,may,25,miércoles,3,11,0
4580,2016-05-26,2016,may,26,jueves,4,12,0
4063,2016-05-27,2016,may,27,viernes,5,13,0
5229,2016-05-28,2016,may,28,sábado,6,14,0
4224,2016-05-29,2016,may,29,domingo,7,15,0
5497,2016-05-30,2016,may,30,lunes,1,16,0
4855,2016-05-31,2016,may,31,martes,2,17,0
4576,2016-06-01,2016,jun,1,miércoles,3,18,0
3138,2016-06-02,2016,jun,2,jueves,4,19,0
2700,2016-06-03,2016,jun,3,viernes,5,20,0
5118,2016-06-04,2016,jun,4,sábado,6,21,0
5545,2016-06-05,2016,jun,5,domingo,7,22,0
5637,2016-06-06,2016,jun,6,lunes,1,23,0
5640,2016-06-07,2016,jun,7,martes,2,24,0
5211,2016-06-08,2016,jun,8,miércoles,3,25,0
4760,2016-06-09,2016,jun,9,jueves,4,26,0
4391,2016-06-10,2016,jun,10,viernes,5,27,0
6181,2016-06-11,2016,jun,11,sábado,6,28,0
6681,2016-06-12,2016,jun,12,domingo,7,29,0
6196,2016-06-13,2016,jun,13,lunes,1,30,0
5403,2016-06-14,2016,jun,14,martes,2,31,0
5717,2016-06-15,2016,jun,15,miércoles,3,32,0
5263,2016-06-16,2016,jun,16,jueves,4,33,0
5056,2016-06-17,2016,jun,17,viernes,5,34,0
6634,2016-06-18,2016,jun,18,sábado,6,35,0
6782,2016-06-19,2016,jun,19,domingo,7,36,0
7300,2016-06-20,2016,jun,20,lunes,1,37,0
6941,2016-06-21,2016,jun,21,martes,2,38,0
5653,2016-06-22,2016,jun,22,miércoles,3,39,0
6237,2016-06-23,2016,jun,23,jueves,4,40,0
5688,2016-06-24,2016,jun,24,viernes,5,41,0
7585,2016-06-25,2016,jun,25,sábado,6,42,0
6874,2016-06-26,2016,jun,26,domingo,7,43,0
8518,2016-06-27,2016,jun,27,lunes,1,44,0
7947,2016-06-28,2016,jun,28,martes,2,45,0
6756,2016-06-29,2016,jun,29,miércoles,3,46,0
6483,2016-06-30,2016,jun,30,jueves,4,47,0
5700,2016-07-01,2016,jul,1,viernes,5,0,0
7174,2016-07-02,2016,jul,2,sábado,6,1,0
7604,2016-07-03,2016,jul,3,domingo,7,2,0
7406,2016-07-04,2016,jul,4,lunes,1,3,0
6581,2016-07-05,2016,jul,5,martes,2,4,0
6025,2016-07-06,2016,jul,6,miércoles,3,5,0
6277,2016-07-07,2016,jul,7,jueves,4,6,0
5598,2016-07-08,2016,jul,8,viernes,5,7,0
8104,2016-07-09,2016,jul,9,sábado,6,8,0
7687,2016-07-10,2016,jul,10,domingo,7,9,0
6261,2016-07-11,2016,jul,11,lunes,1,10,0
6343,2016-07-12,2016,jul,12,martes,2,11,0
4968,2016-07-13,2016,jul,13,miércoles,3,12,0
5864,2016-07-14,2016,jul,14,jueves,4,13,0
5501,2016-07-15,2016,jul,15,viernes,5,14,0
7552,2016-07-16,2016,jul,16,sábado,6,15,0
7034,2016-07-17,2016,jul,17,domingo,7,16,0
6554,2016-07-18,2016,jul,18,lunes,1,17,0
5854,2016-07-19,2016,jul,19,martes,2,18,0
5990,2016-07-20,2016,jul,20,miércoles,3,19,0
5387,2016-07-21,2016,jul,21,jueves,4,20,0
5204,2016-07-22,2016,jul,22,viernes,5,21,0
7154,2016-07-23,2016,jul,23,sábado,6,22,0
6465,2016-07-24,2016,jul,24,domingo,7,23,0
5544,2016-07-25,2016,jul,25,lunes,1,24,0
5759,2016-07-26,2016,jul,26,martes,2,25,0
5723,2016-07-27,2016,jul,27,miércoles,3,26,0
5467,2016-07-28,2016,jul,28,jueves,4,27,0
4932,2016-07-29,2016,jul,29,viernes,5,28,0
6286,2016-07-30,2016,jul,30,sábado,6,29,0
6573,2016-07-31,2016,jul,31,domingo,7,30,0
6328,2016-08-01,2016,ago,1,lunes,1,31,0
5987,2016-08-02,2016,ago,2,martes,2,32,0
5593,2016-08-03,2016,ago,3,miércoles,3,33,0
5157,2016-08-04,2016,ago,4,jueves,4,34,0
4824,2016-08-05,2016,ago,5,viernes,5,35,0
6648,2016-08-06,2016,ago,6,sábado,6,36,0
6693,2016-08-07,2016,ago,7,domingo,7,37,0
7090,2016-08-08,2016,ago,8,lunes,1,38,0
6680,2016-08-09,2016,ago,9,martes,2,39,0
6250,2016-08-10,2016,ago,10,miércoles,3,40,0
6045,2016-08-11,2016,ago,11,jueves,4,41,0
5502,2016-08-12,2016,ago,12,viernes,5,42,0
7114,2016-08-13,2016,ago,13,sábado,6,43,0
6956,2016-08-14,2016,ago,14,domingo,7,44,0
8174,2016-08-15,2016,ago,15,lunes,1,45,0
6949,2016-08-16,2016,ago,16,martes,2,46,0
6455,2016-08-17,2016,ago,17,miércoles,3,47,0
5941,2016-08-18,2016,ago,18,jueves,4,0,0
5122,2016-08-19,2016,ago,19,viernes,5,1,0
6765,2016-08-20,2016,ago,20,sábado,6,2,0
7154,2016-08-21,2016,ago,21,domingo,7,3,0
6665,2016-08-22,2016,ago,22,lunes,1,4,0
